id,"Alkalinity, total",Calcium,Chloride,Fluoride,Magnesium,Nitrate as N,Sodium,Specific Conductivity,Sulfate,Total Dissolved Solids,Hardness
5135,106.1,17.0,7.9,0.2,9.0,1.8,17.0,240.0,5.9,204.0,200.0
5136,90.0,17.0,10.0,1.2,2.1,0.36,59.0,290.0,48.0,180.0,45.0
5137,210.0,87.0,120.0,0.175,29.0,24.4,62.0,920.0,30.8,566.0,330.0
5138,440.0,91.0,99.0,0.2,110.0,4.25,70.0,1620.0,280.0,1090.0,672.0
5139,170.0,46.0,90.0,0.3,31.0,3.7,55.0,760.0,37.0,470.0,218.0
5140,100.0,14.0,36.0,0.13,18.0,2.3,12.0,210.0,5.5,230.0,75.0
5141,160.0,55.6,42.0,0.33,11.1,0.98,34.0,670.0,64.0,300.0,184.0
5142,180.0,62.0,45.0,0.28,13.0,0.492,35.0,540.0,40.0,340.0,210.0
5143,344.0,195.4,480.4,0.12,63.77,2.2,223.8,2990.0,119.0,1765.0,660.0
5144,190.0,130.0,300.0,0.2,24.0,1.4,280.0,1530.0,140.0,970.0,420.0
5145,140.0,23.0,7.0,0.1,15.0,0.93,20.0,300.0,5.2,220.0,120.0
5146,130.0,51.0,38.0,0.28,7.9,2.5,42.0,500.0,45.0,350.0,140.0
5147,170.0,82.0,79.0,0.27,14.0,6.5,49.0,674.0,55.0,760.0,280.0
5148,55.0,38.0,110.0,0.22,0.79,2.5,120.0,761.0,130.0,540.0,99.0
5149,300.0,78.0,83.0,0.1,40.0,4.0,51.0,940.0,61.0,550.0,360.0
5150,140.0,16.0,3.8,0.1,3.0,0.5,13.0,355.0,4.6,178.0,63.0
5151,120.0,45.0,84.0,0.2,8.7,5.6,23.0,400.0,11.0,250.0,190.0
5152,100.0,62.0,65.0,0.34,19.0,2.3,43.0,770.0,140.0,434.0,290.0
5153,179.0,75.0,101.0,0.43,21.0,5.4,63.0,880.0,62.0,512.0,274.0
5154,240.0,8.0,34.0,0.1,4.0,1.2,138.0,671.0,26.0,402.0,164.0
5155,150.0,59.0,15.0,0.24,11.0,12.0,26.0,470.0,28.0,290.0,190.0
5156,200.0,140.0,97.0,0.29,33.0,0.5,48.0,880.0,250.0,764.0,440.0
5157,180.0,46.0,5.5,0.3,11.0,0.25,16.0,400.0,13.0,260.0,190.0
5158,330.0,92.0,52.0,1.8,54.0,2.7,95.0,1140.0,230.0,840.0,390.0
5159,130.0,27.0,6.8,0.11,12.0,1.8,18.0,290.0,9.9,220.0,110.0
5160,124.0,19.2,2.9,0.2,17.1,1.4,16.1,267.0,6.1,187.0,103.0
5161,170.0,40.0,6.6,0.19,22.0,1.2,21.0,410.0,30.0,250.0,190.0
5162,54.0,7.2,54.0,0.54,8.9,0.66,64.0,400.0,160.0,240.0,20.0
5163,88.4,20.0,10.2,0.16,5.9,4.5,19.9,293.0,10.6,270.0,82.0
5164,140.0,28.0,9.6,0.1,14.0,1.8,20.0,340.0,12.0,260.0,130.0
5165,140.0,30.0,7.5,0.5,7.5,0.56,21.0,330.0,16.0,210.0,120.0
5166,140.0,75.0,150.0,0.14,26.0,19.0,52.0,910.0,14.0,640.0,300.0
5167,160.0,54.0,15.6,0.49,4.1,0.5,41.0,450.0,39.5,260.0,130.0
5168,100.0,30.0,13.0,0.9,3.3,0.97,33.0,360.0,42.0,260.0,88.0
5169,120.0,31.0,8.3,0.6,6.9,0.69,25.0,350.0,17.0,200.0,100.0
5170,314.0,47.0,31.5,0.11,19.0,1.9,8.3,683.0,21.0,456.0,160.0
5171,290.0,72.0,52.0,0.19,47.0,3.2,34.0,830.0,60.0,490.0,380.0
5172,220.0,52.0,21.0,0.12,32.0,4.3,27.0,640.0,18.0,340.0,230.0
5173,40.0,42.0,41.0,0.71,3.6,2.1,41.0,452.0,49.0,330.0,45.0
5174,120.0,47.0,2.4,0.12,5.0,3.8,8.7,320.0,16.0,200.0,130.0
5175,160.0,77.0,42.2,0.62,20.0,8.86,38.0,730.0,71.1,450.0,250.0
5176,190.0,49.0,3.6,0.5,16.0,1.5,14.0,440.0,19.0,240.0,210.0
5177,230.0,72.0,67.0,0.24,35.0,3.77,41.0,750.0,23.0,390.0,300.0
5178,86.0,22.0,77.0,0.12,15.0,0.801,47.0,420.0,14.0,230.0,110.0
5179,150.0,32.0,19.0,0.13,13.0,3.2,21.0,340.0,8.4,240.0,180.0
5180,270.0,70.8,110.0,0.26,32.4,1.6,70.0,1100.0,55.0,630.0,373.0
5181,60.0,8.0,3.0,0.1,6.0,0.1,10.0,137.0,1.2,120.0,44.6
5182,150.0,22.0,71.0,3.2,4.8,5.0,140.0,840.0,130.0,570.0,76.0
5183,200.0,81.0,190.0,0.35,40.0,4.5,170.0,1600.0,320.0,940.0,350.0
5184,264.0,50.9,61.1,0.43,24.6,1.3,124.0,1040.0,176.0,634.0,228.0
5185,117.0,31.0,120.0,0.4,11.0,0.7,82.0,660.0,22.0,386.0,89.0
5186,94.0,35.0,9.9,0.12,1.8,0.81,21.0,260.0,17.0,310.0,82.0
5187,100.0,19.0,88.0,0.8,12.0,0.7,58.0,566.0,70.0,320.0,84.4
5188,110.0,17.0,5.4,0.21,11.0,1.6,17.0,250.0,5.1,190.0,93.0
5189,74.0,12.0,6.6,0.12,7.2,0.46,10.0,170.0,5.8,160.0,64.0
5190,35.0,14.0,16.0,0.64,11.0,1.0,29.0,450.0,9.2,89.0,45.0
5191,130.0,41.0,52.0,0.11,21.0,5.7,61.0,620.0,61.0,380.0,210.0
5192,110.0,28.0,13.0,0.19,3.2,1.838,27.0,283.0,26.0,240.0,120.0
5193,230.0,80.0,20.0,1.3,26.0,1.3,67.0,830.0,180.0,530.0,310.0
5194,140.0,66.0,60.0,0.34,20.0,0.75,45.0,740.0,99.0,480.0,260.0
5195,66.0,57.0,330.0,1.9,9.1,0.84,350.0,2000.0,370.0,1200.0,180.0
5196,160.0,69.0,38.0,0.46,24.0,4.1,41.0,690.0,140.0,470.0,330.0
5197,170.0,86.0,46.0,0.37,17.0,1.5,39.0,690.0,97.0,420.0,270.0
5198,30.0,60.0,8.1,0.1,6.5,3.1,19.0,300.0,7.0,190.0,100.0
5199,150.0,49.0,22.0,0.25,19.0,0.4748,28.0,560.0,72.0,350.0,220.0
5200,230.0,52.0,63.0,0.17,21.0,4.9,68.0,700.0,26.0,400.0,210.0
5201,110.0,26.0,30.0,0.19,15.0,3.4,24.0,390.0,9.9,240.0,122.0
5202,140.0,23.0,22.8,0.17,20.0,1.77,18.5,370.0,11.0,250.0,140.0
5203,180.0,87.0,110.0,0.25,17.0,0.67,79.0,860.0,130.0,600.0,290.0
5204,140.0,72.0,78.0,0.4,25.0,0.25,96.0,960.0,200.0,600.0,260.0
5205,140.0,5.6,66.0,0.6,14.0,21.0,55.0,360.0,3.7,530.0,180.0
5206,229.0,58.0,29.0,0.18,29.0,2.7,33.0,610.0,41.3,360.0,240.0
5207,92.0,16.0,7.3,0.1,13.0,1.7,12.0,225.0,7.8,129.0,85.0
5208,150.0,52.0,19.0,0.1,17.0,11.4,23.0,488.0,14.0,330.0,200.0
5209,160.0,37.0,18.5,0.2,23.4,1.3,21.0,451.0,15.0,242.0,190.0
5210,180.0,50.0,4.9,0.31,16.0,0.5,20.0,460.0,56.0,310.0,200.0
5211,259.0,80.0,11.0,0.18,20.0,0.2,14.0,609.0,62.0,385.0,282.0
5212,51.0,17.0,18.0,0.24,4.4,0.9,27.0,250.0,41.0,190.0,60.0
5213,190.0,62.0,8.72,0.2,14.0,1.22,43.0,654.0,32.0,320.0,180.0
5214,140.0,59.0,16.0,0.14,6.8,0.71,20.0,450.0,38.5,300.0,160.0
5215,230.0,92.0,140.0,0.36,20.0,1.1,100.0,1100.0,100.0,630.0,310.0
5216,95.0,62.0,11.0,0.19,8.2,0.66,48.0,600.0,110.0,400.0,190.0
5217,190.0,56.0,33.0,0.13,32.0,6.8,20.0,520.0,54.0,290.0,230.0
5218,200.0,57.0,110.1,0.29,13.0,0.499,85.1,1109.0,39.3,464.0,225.0
5219,87.0,22.0,3.2,0.11,5.5,1.067,6.8,190.0,2.5,120.0,84.0
5220,180.0,48.0,11.0,0.3,6.7,1.7,19.0,366.0,11.0,239.0,140.0
5221,110.0,28.0,7.8,0.18,6.1,0.831,16.0,240.0,12.0,150.0,84.0
5222,189.0,66.0,30.4,0.156,16.0,0.54,47.3,515.0,177.0,388.0,320.0
5223,88.0,28.0,22.0,0.5,9.5,0.27,34.0,410.0,54.0,220.0,110.0
5224,150.0,89.0,20.0,0.2,45.0,0.4,44.0,960.0,290.0,680.0,407.0
5225,110.0,18.0,8.9,0.1,10.0,0.93,21.0,250.0,2.5,180.0,91.0
5226,77.0,25.0,27.0,0.18,7.5,14.0,36.0,370.0,7.7,260.0,92.0
5227,52.0,13.0,11.0,0.28,5.7,3.8,11.0,197.0,4.0,210.0,61.0
5228,79.0,27.0,7.2,0.32,1.7,0.66,21.0,226.0,21.0,170.0,75.0
5229,106.0,21.0,5.0,0.1,12.9,1.13,11.4,217.0,7.7,148.0,105.0
5230,120.0,31.0,7.9,0.2,5.5,2.5,27.0,289.0,4.8,170.0,100.0
5231,290.0,72.0,110.0,0.19,57.0,5.4,110.0,1300.0,220.0,840.0,420.0
5232,160.0,70.0,21.0,0.29,15.0,9.9,18.0,510.0,42.0,350.0,210.0
5233,150.0,39.0,41.0,0.14,24.0,2.3,17.0,540.0,44.0,330.0,206.0
5234,150.0,53.0,10.0,0.26,16.0,5.6,18.0,460.0,61.0,320.0,200.0
5235,140.0,150.0,140.0,0.2,150.0,1.3,220.0,2500.0,1200.0,2200.0,1100.0
5236,110.0,20.0,11.0,0.14,5.5,9.2,30.0,250.0,5.6,210.0,72.0
5237,93.5,16.0,5.12,0.47,7.0,2.46,31.1,268.0,15.8,144.0,70.0
5238,120.0,32.0,23.0,0.26,8.6,0.59,24.0,340.0,25.0,230.0,120.0
5239,60.0,6.1,3.4,0.29,5.1,1.0,11.0,150.0,4.9,180.0,32.0
5240,230.0,62.0,41.0,0.16,26.0,3.54,29.0,620.0,30.0,360.0,260.0
5241,180.0,81.0,35.0,0.35,14.0,0.77,28.0,870.0,74.0,390.0,250.0
5242,210.0,47.6,24.0,0.6,4.9,3.1,66.0,560.0,51.0,350.0,140.0
5243,140.0,18.0,10.0,0.13,16.0,2.0,20.0,350.0,8.7,250.0,83.0
5244,70.0,15.0,12.0,0.2,6.0,2.4,19.0,249.0,12.6,190.0,62.1
5245,220.0,110.0,52.0,0.3,29.0,2.5,69.0,1300.0,140.0,640.0,420.0
5246,174.0,55.6,20.1,0.27,11.7,0.41,40.2,556.0,83.2,334.0,189.0
5247,120.0,31.0,9.5,0.58,6.4,0.59,24.0,350.0,19.0,200.0,100.0
5248,190.0,45.0,22.0,0.12,14.0,0.88,39.0,480.0,39.0,320.0,169.0
5249,200.0,84.0,41.0,0.15,19.0,3.4,30.0,710.0,32.0,380.0,290.0
5250,86.0,17.0,90.0,0.77,4.3,0.79,67.0,620.0,70.0,410.0,56.0
5251,120.0,23.0,7.6,0.13,9.4,0.84,23.0,260.0,4.3,190.0,84.0
5252,230.0,170.0,88.0,0.5,59.0,1.9,187.0,1720.0,753.0,1540.0,664.0
5253,140.0,54.0,72.0,0.67,5.1,0.77,70.0,600.0,16.0,340.0,160.0
5254,150.0,66.0,12.0,0.41,12.0,14.0,21.0,540.0,45.0,340.0,230.0
5255,200.0,63.0,35.0,0.15,25.0,1.4,36.0,540.0,50.0,350.0,263.0
5256,210.0,92.0,120.0,0.4,30.0,7.7,71.0,1000.0,120.0,640.0,350.0
5257,227.0,49.0,72.0,0.1,34.0,0.4,49.0,660.0,20.0,372.0,262.0
5258,67.0,14.0,17.0,0.13,4.7,1.0,21.0,200.0,3.7,180.0,54.0
5259,229.0,31.1,14.0,0.6,28.0,11.0,54.0,597.0,39.0,339.0,198.0
5260,260.0,120.0,120.0,0.32,33.0,10.0,59.0,980.0,120.0,690.0,420.0
5261,92.3,18.0,19.4,0.18,4.3,0.4,41.0,330.0,37.9,224.0,63.0
5262,69.0,13.0,35.0,0.16,10.0,7.5,31.0,290.0,4.9,212.0,73.6
5263,340.0,110.0,280.0,0.48,56.0,4.3,220.0,2100.0,200.0,1200.0,500.0
5264,140.0,36.0,78.0,0.42,10.0,1.6,62.0,600.0,32.0,320.0,130.0
5265,120.0,52.0,36.0,0.1,15.0,4.11,52.0,613.0,90.0,360.0,191.0
5266,110.0,43.0,37.0,0.61,6.6,2.1,44.0,442.0,45.0,310.0,130.0
5267,132.0,128.0,321.0,0.3,22.0,4.77,95.0,1130.0,27.6,870.0,410.0
5268,210.0,110.0,83.0,0.24,16.0,2.9,50.0,910.0,150.0,580.0,330.0
5269,95.0,26.0,6.5,0.23,4.9,0.109,26.0,280.0,12.0,180.0,91.0
5270,200.0,66.0,150.0,0.12,34.0,6.1,120.0,970.0,91.0,840.0,420.0
5271,110.0,37.0,64.0,0.22,9.5,0.5,20.0,330.0,18.0,200.0,130.0
5272,200.0,46.0,18.0,0.12,20.0,5.64,25.0,510.0,17.0,340.0,174.0
5273,90.0,10.0,9.6,0.63,1.7,0.79,39.0,260.0,21.0,120.0,40.0
5274,279.0,123.0,172.0,0.33,61.4,2.44,162.0,1740.0,317.0,1160.0,408.0
5275,60.0,19.0,1.1,0.053,2.0,0.43,7.3,147.0,5.7,110.0,55.6
5276,420.0,61.0,61.0,0.91,16.0,1.7,180.0,1100.0,86.0,680.0,220.0
5277,170.0,32.0,21.0,0.1,21.0,5.4,31.0,430.0,12.0,300.0,140.0
5278,99.0,21.0,4.0,0.11,9.9,2.7,12.0,240.0,11.0,180.0,96.0
5279,68.0,130.0,560.0,1.3,27.0,1.9,250.0,2500.0,96.0,1400.0,440.0
5280,211.0,58.0,24.2,0.16,21.0,0.56,16.0,540.0,28.8,340.0,210.0
5281,100.0,120.0,130.0,0.22,26.0,6.1,59.0,1000.0,270.0,740.0,370.0
5282,490.0,170.0,140.0,0.36,99.0,3.2,82.0,1700.0,310.0,1400.0,830.0
5283,42.0,4.4,2.1,0.14,7.3,1.0,6.9,130.0,9.0,92.0,35.0
5284,110.0,34.0,15.0,0.16,5.5,0.54,24.0,279.0,19.2,170.0,97.9
5285,200.0,41.0,13.0,1.9,24.0,5.9,27.0,490.0,13.0,320.0,180.0
5286,117.0,57.0,143.0,0.2,23.0,7.7,57.0,740.0,36.0,494.0,237.0
5287,55.4,13.5,0.58,0.078,2.07,0.028,6.4,110.0,1.07,78.0,49.0
5288,250.0,65.0,40.0,0.16,25.0,11.0,56.0,724.0,40.0,500.0,260.0
5289,73.0,24.0,110.0,0.14,15.0,8.1,66.0,530.0,15.0,350.0,120.0
5290,388.0,43.7,125.0,0.4,15.1,0.7,112.0,1411.0,164.0,315.0,488.0
5291,210.0,65.0,22.0,0.7,25.0,8.2,27.0,660.0,41.0,380.0,260.0
5292,212.0,125.0,20.8,0.2,24.0,0.2,21.0,340.0,136.0,332.0,295.0
5293,130.0,31.0,40.0,0.35,8.4,1.7,49.0,434.0,22.0,270.0,110.0
5294,160.0,75.0,24.0,0.28,15.0,20.0,15.0,590.0,35.0,330.0,260.0
5295,91.0,19.0,21.0,0.31,12.0,1.84,13.1,270.0,3.0,200.0,91.0
5296,160.0,58.0,32.0,0.3,12.0,4.3,31.0,560.0,35.0,330.0,190.0
5297,300.0,138.0,125.0,0.37,42.9,5.9,130.0,1300.0,190.0,960.0,468.0
5298,210.0,79.0,64.0,0.3,26.8,4.0,54.0,790.0,100.0,540.0,280.0
5299,140.0,63.0,38.0,0.1,5.9,6.7,24.0,510.0,22.0,320.0,180.0
5300,140.0,61.0,110.0,0.21,22.0,0.54,55.0,830.0,110.0,490.0,240.0
5301,150.0,40.0,36.0,0.9,13.0,3.517,69.0,600.0,56.0,330.0,150.0
5302,160.0,53.1,9.5,0.16,7.28,7.7,20.0,400.0,15.0,230.0,160.0
5303,190.0,83.0,62.0,0.37,19.0,6.3,77.0,810.0,110.0,510.0,290.0
5304,130.0,36.0,10.0,0.11,14.0,5.4,18.0,350.0,10.0,250.0,150.0
5305,140.0,37.0,46.0,0.2,11.0,3.5,28.0,420.0,15.0,190.0,140.0
5306,170.0,37.0,13.0,0.29,11.0,2.0,27.0,410.0,14.0,220.0,140.0
5307,160.0,68.0,9.5,0.17,5.5,6.0,32.0,490.0,14.0,270.0,180.0
5308,190.0,52.0,23.0,0.11,16.0,3.93,24.0,470.0,24.0,350.0,200.0
5309,140.0,25.0,8.9,0.14,14.0,1.7,17.0,310.0,2.9,230.0,120.0
5310,98.0,33.3,30.8,0.18,1.7,0.495,48.0,380.0,26.3,158.0,79.0
5311,430.0,120.0,82.0,0.4,69.0,0.46,62.0,1300.0,160.0,800.0,580.0
5312,180.0,57.0,19.0,0.85,11.0,16.0,52.0,560.0,40.0,330.0,180.0
5313,150.0,48.0,18.0,0.25,8.6,1.2,34.0,400.0,30.0,290.0,140.0
5314,150.0,25.0,9.8,0.11,17.0,1.162,17.0,350.0,9.4,230.0,130.0
5315,120.0,36.0,1.5,0.32,8.9,3.2,6.3,280.0,16.0,170.0,130.0
5316,57.0,10.0,15.0,0.14,0.12,1.8,28.0,170.0,11.0,100.0,31.0
5317,140.0,55.0,34.0,0.14,15.0,0.7,17.0,450.0,42.0,320.0,201.0
5318,100.0,17.0,5.6,0.12,9.6,2.3,12.0,280.0,7.5,190.0,82.0
5319,190.0,28.0,8.6,0.17,26.0,1.2,14.0,410.0,19.0,240.0,170.0
5320,270.0,89.0,51.0,0.13,31.0,23.0,38.0,920.0,30.0,740.0,300.0
5321,250.0,63.0,18.0,0.3,21.0,3.8,45.0,640.0,38.0,400.0,250.0
5322,130.0,57.0,190.0,0.4,13.0,1.2,120.0,1000.0,79.0,610.0,230.0
5323,150.0,82.1,78.0,0.34,15.0,3.7,63.0,750.0,110.0,470.0,240.0
5324,180.0,40.0,14.0,0.11,25.0,9.5,23.0,470.0,33.0,320.0,220.0
5325,230.0,100.0,13.0,0.85,17.0,2.2,26.0,650.0,62.0,390.0,260.0
5326,94.0,22.0,74.0,1.2,4.4,2.1,77.0,540.0,31.0,320.0,73.0
5327,164.0,70.0,55.2,0.4,28.0,2.7,56.0,800.0,157.0,509.0,289.0
5328,190.0,53.0,8.6,1.3,14.0,0.99,17.0,430.0,20.0,250.0,190.0
5329,370.0,35.0,72.0,0.2,69.0,2.5,97.0,1000.0,78.0,580.0,380.0
5330,120.0,66.0,55.0,0.29,11.0,2.3,46.0,630.0,82.0,400.0,170.0
5331,250.0,88.0,49.0,0.16,30.0,6.8387,37.0,730.0,42.0,480.0,320.0
5332,260.0,32.0,23.0,0.17,34.0,2.5,41.0,540.0,16.0,400.0,208.0
5333,250.0,60.0,17.0,0.4,30.0,2.1,29.0,652.0,59.0,380.0,275.0
5334,130.0,35.0,8.2,0.25,7.8,0.52,26.0,310.0,43.0,180.0,130.0
5335,120.0,60.0,59.0,0.2,22.4,7.9,48.0,290.0,7.3,483.0,240.0
5336,170.0,42.0,47.0,0.14,28.0,0.52,24.0,560.0,36.0,340.0,216.0
5337,90.0,19.0,16.0,0.13,14.0,1.4,18000.0,302.0,6.0,240.0,107.0
5338,210.0,31.0,7.6,0.12,36.0,1.3,8.4,440.0,29.0,260.0,264.0
5339,50.0,9.6,48.0,0.11,6.3,2.2,34.0,300.0,13.0,170.0,46.0
5340,66.0,13.0,35.0,0.17,9.4,4.3,30.0,280.0,3.0,184.0,71.2
5341,73.0,45.0,31.0,0.056,1.3,0.94,32.0,345.0,29.0,230.0,120.0
5342,110.0,32.0,31.0,0.4,7.0,1.7,30.0,372.0,28.7,240.0,121.0
5343,175.0,96.2,64.0,0.59,21.3,1.73,47.9,814.0,170.0,338.0,325.0
5344,280.0,93.0,38.0,0.2,26.0,2.2,54.0,926.0,130.0,570.0,375.0
5345,250.0,92.0,48.0,0.1,38.0,0.1,154.0,1350.0,400.0,930.0,386.0
5346,430.0,108.0,71.0,0.1,91.0,2.9,57.0,1470.0,300.0,970.0,624.0
5347,86.0,11.0,13.0,0.23,10.0,1.0,18.0,210.0,1.0,190.0,62.0
5348,60.0,8.8,54.0,0.1,7.8,8.4,64.0,410.0,16.0,260.0,44.0
5349,100.0,16.0,17.0,3.4,0.2,0.75,78.0,424.0,70.0,290.0,42.0
5350,202.0,54.0,34.0,0.23,11.0,0.41,33.0,500.0,5.8,290.0,170.0
5351,170.0,65.0,22.0,0.38,19.0,7.8,25.0,600.0,55.0,440.0,220.0
5352,220.0,46.0,28.0,0.6,18.0,4.6,39.0,520.0,16.0,260.0,200.0
5353,300.0,86.0,45.0,0.12,27.0,4.2,27.0,690.0,42.0,420.0,326.0
5354,190.0,84.0,300.0,0.62,31.0,0.9,230.0,1700.0,220.0,1000.0,350.0
5355,120.0,17.0,43.0,0.3,10.0,0.86,44.0,400.0,5.5,270.0,83.0
5356,150.0,72.0,97.0,0.27,14.0,2.8,67.0,860.0,100.0,540.0,240.0
5357,107.0,21.0,11.4,0.626,2.9,0.856,35.6,317.0,21.5,226.0,75.0
5358,130.0,46.0,21.0,0.083,7.1,1.8,33.0,421.0,37.0,300.0,150.0
5359,109.0,20.0,2.0,0.1,15.0,2.53,7.0,239.0,8.45,166.0,96.0
5360,280.0,170.0,120.0,0.38,49.0,5.8,77.0,1400.0,290.0,780.0,690.0
5361,90.0,15.0,3.1,0.23,6.0,0.29,14.0,160.0,7.0,147.0,71.0
5362,97.0,23.0,2.2,0.11,1.8,0.29,21.0,198.0,3.2,140.0,62.0
5363,67.0,24.0,4.0,0.12,3.6,1.2,8.5,190.0,4.8,120.0,70.0
5364,150.0,16.0,31.0,0.7,7.1,3.1,67.0,430.0,4.2,240.0,69.0
5365,130.0,27.0,9.0,0.72,6.2,0.88,18.0,330.0,23.0,200.0,100.0
5366,170.0,32.0,12.0,0.1,27.0,3.4,27.0,530.0,20.0,360.0,220.0
5367,208.0,45.2,24.4,0.18,21.6,7.2,65.0,610.0,44.2,355.0,202.0
5368,260.0,59.0,44.0,0.21,33.0,1.5,34.0,670.0,49.0,430.0,300.0
5369,153.0,25.6,2.78,0.16,18.0,0.41,7.54,324.0,10.0,200.0,140.0
5370,120.0,40.0,13.0,0.32,8.2,4.3,24.0,350.0,26.0,210.0,130.0
5371,120.0,21.0,5.1,0.12,14.0,0.2,8.3,260.0,14.0,130.0,97.0
5372,107.0,19.2,3.1,0.1,11.3,2.1,10.9,233.0,6.6,173.0,108.0
5373,220.0,110.0,31.0,0.24,53.0,1.0,60.0,1000.0,320.0,760.0,500.0
5374,250.0,88.0,60.0,0.29,27.0,3.6,81.0,990.0,150.0,600.0,330.0
5375,140.0,50.0,12.0,0.25,13.0,0.81,17.0,440.0,30.0,210.0,180.0
5376,262.0,43.0,54.0,0.2,50.0,0.1,42.0,700.0,58.0,451.0,306.0
5377,69.0,14.0,2.4,0.66,8.2,1.94,9.3,180.0,7.7,160.0,67.0
5378,116.5,22.0,14.0,0.1,4.7,3.3,29.1,310.0,8.2,213.0,169.6
5379,246.0,174.0,68.0,0.53,57.0,4.41,138.0,1770.0,687.0,1271.0,631.0
5380,137.0,48.8,47.0,0.1,19.5,2.3,20.6,537.0,43.1,288.0,194.0
5381,120.0,48.0,16.0,0.52,7.6,0.12,32.0,440.0,54.0,260.0,160.0
5382,160.0,43.97,19.0,0.79,28.43,1.3,36.0,540.0,93.0,320.0,216.796
5383,219.0,102.0,160.0,0.5,27.0,1.8,110.0,1175.0,131.0,706.0,348.0
5384,170.0,44.0,60.0,0.33,12.0,4.6,50.0,560.0,7.1,320.0,160.0
5385,480.0,84.0,120.0,0.19,130.0,8.6,45.0,1400.0,66.0,840.0,740.0
5386,140.0,47.0,52.0,0.37,9.1,11.0,57.0,580.0,71.0,340.0,160.0
5387,150.0,48.0,11.0,0.15,13.0,0.5,19.0,440.0,40.0,260.0,170.0
5388,114.0,69.2,94.6,0.46,13.5,2.29,71.2,941.0,147.0,364.0,301.0
5389,360.0,67.0,50.0,0.16,61.0,3.8,45.0,360.0,79.0,550.0,419.0
5390,180.0,56.0,16.0,0.77,15.0,3.5,20.0,460.0,22.0,300.0,200.0
5391,120.0,36.0,45.0,0.21,11.0,3.4,27.0,330.0,15.0,250.0,120.0
5392,112.0,19.6,14.0,0.1,6.8,3.3,29.7,279.0,31.7,533.0,76.8
5393,600.0,100.0,230.0,0.35,120.0,1.4,310.0,2400.0,250.0,1300.0,540.0
5394,250.0,36.0,35.0,0.12,36.0,3.3,43.0,620.0,24.0,360.0,240.0
5395,140.0,56.11,59.0,0.32,8.688,0.18,53.59,610.0,88.0,340.0,165.082
5396,234.0,54.13,84.0,0.15,27.1,0.7,68.46,849.0,81.0,470.0,288.0
5397,109.0,19.5,4.73,0.64,2.8,0.25,53.3,340.0,50.6,240.0,54.0
5398,160.0,95.0,110.0,0.21,25.0,13.0,81.0,1000.0,170.0,680.0,330.0
5399,160.0,79.0,60.0,0.17,26.0,10.0,30.0,700.0,81.0,440.0,272.0
5400,160.0,50.0,59.0,0.14,20.0,4.7,26.0,520.0,36.0,330.0,212.0
5401,100.0,16.0,16.0,0.11,12.0,1.2,11.0,230.0,3.4,180.0,91.0
5402,110.0,66.0,61.0,0.1,6.0,3.83,47.0,610.0,77.9,390.0,210.0
5403,110.0,30.0,19.0,0.26,8.2,2.9,21.0,340.0,21.0,220.0,130.0
5404,280.0,73.0,50.0,0.11,17.0,0.94,63.0,740.0,58.0,430.0,256.0
5405,240.0,47.0,45.0,0.21,42.0,2.3,30.0,660.0,46.0,380.0,290.0
5406,340.0,83.0,28.0,0.46,50.0,1.0,37.0,840.0,68.0,500.0,410.0
5407,120.0,60.0,15.0,0.22,12.0,0.66,18.0,520.0,84.0,330.0,220.0
5408,250.0,199.0,64.0,0.5,74.0,0.7,42.0,1560.0,500.0,1090.0,801.0
5409,190.0,61.0,100.0,0.2,23.0,0.63,60.0,790.0,53.0,510.0,290.0
5410,190.0,61.0,13.0,0.39,13.0,3.2,17.0,480.0,45.0,310.0,230.0
5411,80.0,51.0,33.0,0.1,3.0,1.5,30.0,393.0,24.5,280.0,120.0
5412,81.0,49.0,82.0,0.4,6.2,0.63,40.0,530.0,34.0,350.0,150.0
5413,120.0,25.0,6.4,0.14,10.0,3.9,20.0,320.0,16.0,210.0,96.0
5414,220.0,30.0,21.0,0.1,46.0,4.1,19.0,530.0,18.0,310.0,270.0
5415,371.0,111.0,100.0,1.4,26.0,0.4,67.0,990.0,160.0,734.0,496.0
5416,200.0,79.0,6.8,0.16,16.0,0.537,56.0,810.0,18.4,570.0,190.0
5417,300.0,63.0,54.0,0.16,51.0,1.0,38.0,850.0,93.0,520.0,360.0
5418,110.0,18.0,9.0,0.3,4.0,2.89,35.0,298.0,11.0,280.0,73.7
5419,110.0,26.0,10.0,0.6,5.5,0.84,31.0,330.0,26.0,200.0,91.0
5420,110.0,1.0,20.0,0.4,1.0,0.1,60.0,318.0,7.0,230.0,6.61
5421,64.0,12.0,3.6,0.1,5.75,0.77,8.6,141.0,4.99,113.0,51.0
5422,170.0,76.0,25.0,0.67,25.0,4.5,25.0,630.0,27.0,400.0,300.0
5423,73.0,23.0,8.4,0.3,3.1,1.2,14.0,210.0,10.0,140.0,70.0
5424,192.0,78.2,42.3,0.27,15.4,3.77,38.5,720.0,76.0,332.0,261.0
5425,100.0,30.0,36.0,0.12,9.3,1.3,59.0,500.0,71.0,330.0,110.0
5426,200.0,91.0,94.0,0.8,33.0,3.66,112.0,1170.0,276.0,780.0,384.0
5427,100.0,31.0,57.8,0.204,20.0,2.27,27.0,470.0,28.1,310.0,160.0
5428,250.0,78.0,98.0,0.2,50.0,0.4,47.0,960.0,31.0,480.0,390.0
5429,110.0,29.0,8.6,0.58,6.2,0.66,26.0,310.0,20.0,220.0,98.0
